yr,gid,total_pop
2021,다사444253,
2020,다사444253,
2019,다사444253,
2018,다사444253,
2022,다사444253,
2021,다사343256,
2020,다사343256,
2019,다사343256,
2018,다사343256,
2022,다사343256,
2021,다사415207,
2020,다사415207,
2019,다사415207,60.0
2018,다사415207,55.0
2022,다사415207,
2021,다사459287,
2020,다사459287,
2019,다사459287,
2018,다사459287,
2022,다사459287,
2021,다사445228,0.0
2020,다사445228,0.0
2019,다사445228,0.0
2018,다사445228,0.0
2022,다사445228,
2021,다사421290,
2020,다사421290,
2019,다사421290,
2018,다사421290,
2022,다사421290,
2021,다사417195,
2020,다사417195,
2019,다사417195,
2018,다사417195,
2022,다사417195,
2021,다사413248,
2020,다사413248,
2019,다사413248,
2018,다사413248,
2022,다사413248,
2021,다사352267,
2020,다사352267,
2019,다사352267,
2018,다사352267,
2022,다사352267,
2021,다사479229,
2020,다사479229,
2019,다사479229,
2018,다사479229,
2022,다사479229,
2021,다사459283,
2020,다사459283,
2019,다사459283,
2018,다사459283,
2022,다사459283,
2021,다사455281,
2020,다사455281,
2019,다사455281,
2018,다사455281,
2022,다사455281,
2021,다사446247,
2020,다사446247,
2019,다사446247,
2018,다사446247,
2022,다사446247,
2021,다사480235,
2020,다사480235,
2019,다사480235,
2018,다사480235,
2022,다사480235,
2021,다사488227,
2020,다사488227,
2019,다사488227,
2018,다사488227,
2022,다사488227,
2021,다사461247,
2020,다사461247,
2019,다사461247,
2018,다사461247,
2022,다사461247,
2021,다사417207,
2020,다사417207,
2019,다사417207,
2018,다사417207,
2022,다사417207,
2021,다사406224,
2020,다사406224,
2019,다사406224,
2018,다사406224,
2022,다사406224,
2021,다사410245,
2020,다사410245,
2019,다사410245,
2018,다사410245,
2022,다사410245,
2021,다사457283,
2020,다사457283,
2019,다사457283,
2018,다사457283,
2022,다사457283,
2021,다사410265,
2020,다사410265,
2019,다사410265,
2018,다사410265,
2022,다사410265,
2021,다사368234,
2020,다사368234,
2019,다사368234,
2018,다사368234,
2022,다사368234,
2021,다사453295,
2020,다사453295,
2019,다사453295,
2018,다사453295,
2022,다사453295,
2021,다사388249,
2020,다사388249,
2019,다사388249,
2018,다사388249,
2022,다사388249,
2021,다사417196,
2020,다사417196,
2019,다사417196,
2018,다사417196,
2022,다사417196,
2021,다사454308,
2020,다사454308,
2019,다사454308,
2018,다사454308,
2022,다사454308,
2021,다사454273,
2020,다사454273,
2019,다사454273,
2018,다사454273,
2022,다사454273,
2021,다사364229,
2020,다사364229,
2019,다사364229,
2018,다사364229,
2022,다사364229,
2021,다사383240,
2020,다사383240,
2019,다사383240,
2018,다사383240,
2022,다사383240,
2021,다사491201,
2020,다사491201,
2019,다사491201,
2018,다사491201,
2022,다사491201,
2021,다사419224,
2020,다사419224,
2019,다사419224,
2018,다사419224,
2022,다사419224,
2021,다사406251,
2020,다사406251,
2019,다사406251,
2018,다사406251,
2022,다사406251,
2021,다사343234,
2020,다사343234,
2019,다사343234,
2018,다사343234,
2022,다사343234,
2021,다사448272,
2020,다사448272,
2019,다사448272,
2018,다사448272,
2022,다사448272,
2021,다사481240,6.0
2020,다사481240,9.0
2019,다사481240,12.0
2018,다사481240,17.0
2022,다사481240,
2021,다사383232,
2020,다사383232,
2019,다사383232,
2018,다사383232,
2022,다사383232,
2021,다사346234,
2020,다사346234,
2019,다사346234,
2018,다사346234,
2022,다사346234,
2021,다사409267,
2020,다사409267,
2019,다사409267,
2018,다사409267,
2022,다사409267,
2021,다사315235,
2020,다사315235,
2019,다사315235,
2018,다사315235,
2022,다사315235,
2021,다사371223,0.0
2020,다사371223,0.0
2019,다사371223,0.0
2018,다사371223,0.0
2022,다사371223,
2021,다사426250,
2020,다사426250,
2019,다사426250,
2018,다사426250,
2022,다사426250,
2021,다사427277,
2020,다사427277,
2019,다사427277,
2018,다사427277,
2022,다사427277,
2021,다사389224,
2020,다사389224,
2019,다사389224,
2018,다사389224,
2022,다사389224,
2021,다사331249,
2020,다사331249,
2019,다사331249,
2018,다사331249,
2022,다사331249,
2021,다사461214,
2020,다사461214,
2019,다사461214,
2018,다사461214,
2022,다사461214,
2021,다사449231,
2020,다사449231,
2019,다사449231,
2018,다사449231,
2022,다사449231,
2021,다사487208,
2020,다사487208,
2019,다사487208,
2018,다사487208,
2022,다사487208,
2021,다사385235,
2020,다사385235,
2019,다사385235,
2018,다사385235,
2022,다사385235,
2021,다사473216,
2020,다사473216,
2019,다사473216,
2018,다사473216,
2022,다사473216,
2021,다사404278,
2020,다사404278,
2019,다사404278,
2018,다사404278,
2022,다사404278,
2021,다사419294,
2020,다사419294,
2019,다사419294,
2018,다사419294,
2022,다사419294,
2021,다사406283,
2020,다사406283,
2019,다사406283,
2018,다사406283,
2022,다사406283,
2021,다사363222,
2020,다사363222,
2019,다사363222,
2018,다사363222,
2022,다사363222,
2021,다사419296,
2020,다사419296,
2019,다사419296,
2018,다사419296,
2022,다사419296,
2021,다사406248,
2020,다사406248,
2019,다사406248,
2018,다사406248,
2022,다사406248,
2021,다사441282,
2020,다사441282,
2019,다사441282,
2018,다사441282,
2022,다사441282,
2021,다사352256,
2020,다사352256,
2019,다사352256,
2018,다사352256,
2022,다사352256,
2021,다사452283,
2020,다사452283,
2019,다사452283,
2018,다사452283,
2022,다사452283,
2021,다사435251,
2020,다사435251,
2019,다사435251,
2018,다사435251,
2022,다사435251,
2021,다사428275,
2020,다사428275,
2019,다사428275,
2018,다사428275,
2022,다사428275,
2021,다사435293,
2020,다사435293,
2019,다사435293,
2018,다사435293,
2022,다사435293,
2021,다사443297,
2020,다사443297,
2019,다사443297,
2018,다사443297,
2022,다사443297,
2021,다사378231,
2020,다사378231,
2019,다사378231,
2018,다사378231,
2022,다사378231,
2021,다사354225,
2020,다사354225,
2019,다사354225,
2018,다사354225,
2022,다사354225,
2021,다사416277,
2020,다사416277,
2019,다사416277,
2018,다사416277,
2022,다사416277,
2021,다사382253,
2020,다사382253,
2019,다사382253,
2018,다사382253,
2022,다사382253,
2021,다사318246,
2020,다사318246,
2019,다사318246,
2018,다사318246,
2022,다사318246,
2021,다사453298,
2020,다사453298,
2019,다사453298,
2018,다사453298,
2022,다사453298,
2021,다사456301,
2020,다사456301,
2019,다사456301,
2018,다사456301,
2022,다사456301,
2021,다사476240,
2020,다사476240,
2019,다사476240,
2018,다사476240,
2022,다사476240,
2021,다사388227,
2020,다사388227,
2019,다사388227,
2018,다사388227,0.0
2022,다사388227,
2021,다사433267,
2020,다사433267,0.0
2019,다사433267,
2018,다사433267,
2022,다사433267,
2021,다사409219,
2020,다사409219,
2019,다사409219,
2018,다사409219,
2022,다사409219,
2021,다사452267,
2020,다사452267,
2019,다사452267,
2018,다사452267,
2022,다사452267,
2021,다사351219,
2020,다사351219,
2019,다사351219,
2018,다사351219,
2022,다사351219,
2021,다사378235,
2020,다사378235,
2019,다사378235,
2018,다사378235,
2022,다사378235,
2021,다사380274,
2020,다사380274,
2019,다사380274,
2018,다사380274,
2022,다사380274,
2021,다사452278,
2020,다사452278,
2019,다사452278,
2018,다사452278,
2022,다사452278,
2021,다사371263,
2020,다사371263,
2019,다사371263,
2018,다사371263,
2022,다사371263,
2021,다사407270,
2020,다사407270,
2019,다사407270,
2018,다사407270,
2022,다사407270,
2021,다사401289,
2020,다사401289,
2019,다사401289,
2018,다사401289,
2022,다사401289,
2021,다사427194,
2020,다사427194,
2019,다사427194,
2018,다사427194,
2022,다사427194,
2021,다사392288,
2020,다사392288,
2019,다사392288,
2018,다사392288,
2022,다사392288,
2021,다사405238,
2020,다사405238,
2019,다사405238,
2018,다사405238,
2022,다사405238,
2021,다사428280,
2020,다사428280,
2019,다사428280,
2018,다사428280,
2022,다사428280,
2021,다사451238,
2020,다사451238,
2019,다사451238,
2018,다사451238,
2022,다사451238,
2021,다사385227,
2020,다사385227,
2019,다사385227,
2018,다사385227,
2022,다사385227,
2021,다사403237,
2020,다사403237,
2019,다사403237,
2018,다사403237,
2022,다사403237,
2021,다사445288,
2020,다사445288,
2019,다사445288,
2018,다사445288,
2022,다사445288,
2021,다사359269,
2020,다사359269,
2019,다사359269,
2018,다사359269,
2022,다사359269,
2021,다사472244,
2020,다사472244,
2019,다사472244,
2018,다사472244,
2022,다사472244,
2021,다사463214,
2020,다사463214,
2019,다사463214,
2018,다사463214,
2022,다사463214,
2021,다사486215,
2020,다사486215,
2019,다사486215,
2018,다사486215,
2022,다사486215,
2021,다사430264,
2020,다사430264,
2019,다사430264,
2018,다사430264,
2022,다사430264,
2021,다사433239,
2020,다사433239,
2019,다사433239,
2018,다사433239,
2022,다사433239,
2021,다사355223,
2020,다사355223,
2019,다사355223,
2018,다사355223,
2022,다사355223,
2021,다사427235,
2020,다사427235,
2019,다사427235,
2018,다사427235,
2022,다사427235,
2021,다사419274,
2020,다사419274,
2019,다사419274,
2018,다사419274,
2022,다사419274,
2021,다사422256,
2020,다사422256,
2019,다사422256,
2018,다사422256,
2022,다사422256,
2021,다사495228,
2020,다사495228,
2019,다사495228,
2018,다사495228,
2022,다사495228,
2021,다사500222,
2020,다사500222,
2019,다사500222,
2018,다사500222,
2022,다사500222,
2021,다사414282,
2020,다사414282,
2019,다사414282,
2018,다사414282,
2022,다사414282,
2021,다사406277,
2020,다사406277,
2019,다사406277,
2018,다사406277,
2022,다사406277,
2021,다사341231,
2020,다사341231,
2019,다사341231,
2018,다사341231,
2022,다사341231,
2021,다사457304,
2020,다사457304,
2019,다사457304,
2018,다사457304,
2022,다사457304,
2021,다사476221,
2020,다사476221,
2019,다사476221,
2018,다사476221,
2022,다사476221,
2021,다사416282,
2020,다사416282,
2019,다사416282,
2018,다사416282,
2022,다사416282,
2021,다사428233,
2020,다사428233,
2019,다사428233,
2018,다사428233,
2022,다사428233,
2021,다사318235,
2020,다사318235,
2019,다사318235,
2018,다사318235,
2022,다사318235,
2021,다사445268,
2020,다사445268,
2019,다사445268,
2018,다사445268,0.0
2022,다사445268,
2021,다사350228,
2020,다사350228,
2019,다사350228,
2018,다사350228,
2022,다사350228,
2021,다사340237,
2020,다사340237,
2019,다사340237,
2018,다사340237,
2022,다사340237,
2021,다사491230,
2020,다사491230,
2019,다사491230,
2018,다사491230,
2022,다사491230,
2021,다사373222,
2020,다사373222,
2019,다사373222,
2018,다사373222,
2022,다사373222,
2021,다사409214,
2020,다사409214,
2019,다사409214,
2018,다사409214,
2022,다사409214,
2021,다사346254,
2020,다사346254,
2019,다사346254,
2018,다사346254,
2022,다사346254,
2021,다사401282,
2020,다사401282,
2019,다사401282,
2018,다사401282,
2022,다사401282,
2021,다사416207,
2020,다사416207,
2019,다사416207,
2018,다사416207,
2022,다사416207,
2021,다사463293,
2020,다사463293,
2019,다사463293,
2018,다사463293,
2022,다사463293,
2021,다사425217,
2020,다사425217,
2019,다사425217,
2018,다사425217,
2022,다사425217,
2021,다사453272,
2020,다사453272,
2019,다사453272,
2018,다사453272,
2022,다사453272,
2021,다사457305,
2020,다사457305,
2019,다사457305,
2018,다사457305,
2022,다사457305,
2021,다사434197,
2020,다사434197,
2019,다사434197,
2018,다사434197,
2022,다사434197,
2021,다사348219,
2020,다사348219,
2019,다사348219,
2018,다사348219,
2022,다사348219,
2021,다사334239,
2020,다사334239,
2019,다사334239,0.0
2018,다사334239,
2022,다사334239,
2021,다사338234,
2020,다사338234,
2019,다사338234,
2018,다사338234,
2022,다사338234,
2021,다사411214,
2020,다사411214,
2019,다사411214,
2018,다사411214,
2022,다사411214,
2021,다사429286,
2020,다사429286,
2019,다사429286,
2018,다사429286,
2022,다사429286,
2021,다사474218,
2020,다사474218,
2019,다사474218,
2018,다사474218,
2022,다사474218,
2021,다사340224,
2020,다사340224,
2019,다사340224,
2018,다사340224,
2022,다사340224,
2021,다사461284,
2020,다사461284,
2019,다사461284,
2018,다사461284,
2022,다사461284,
2021,다사337258,
2020,다사337258,
2019,다사337258,
2018,다사337258,
2022,다사337258,
2021,다사339233,
2020,다사339233,
2019,다사339233,
2018,다사339233,
2022,다사339233,
2021,다사433268,
2020,다사433268,
2019,다사433268,
2018,다사433268,
2022,다사433268,
2021,다사332229,
2020,다사332229,
2019,다사332229,
2018,다사332229,
2022,다사332229,
2021,다사332246,
2020,다사332246,
2019,다사332246,
2018,다사332246,
2022,다사332246,
2021,다사433197,
2020,다사433197,
2019,다사433197,
2018,다사433197,
2022,다사433197,
2021,다사449232,
2020,다사449232,
2019,다사449232,
2018,다사449232,
2022,다사449232,
2021,다사404289,
2020,다사404289,
2019,다사404289,
2018,다사404289,
2022,다사404289,
2021,다사433282,
2020,다사433282,
2019,다사433282,
2018,다사433282,
2022,다사433282,
2021,다사398287,
2020,다사398287,
2019,다사398287,
2018,다사398287,
2022,다사398287,
2021,다사434204,
2020,다사434204,
2019,다사434204,
2018,다사434204,
2022,다사434204,
2021,다사459231,
2020,다사459231,
2019,다사459231,
2018,다사459231,
2022,다사459231,
2021,다사399294,
2020,다사399294,
2019,다사399294,
2018,다사399294,
2022,다사399294,
2021,다사390285,
2020,다사390285,
2019,다사390285,
2018,다사390285,
2022,다사390285,
2021,다사484230,
2020,다사484230,
2019,다사484230,
2018,다사484230,
2022,다사484230,
2021,다사440206,
2020,다사440206,0.0
2019,다사440206,0.0
2018,다사440206,0.0
2022,다사440206,
2021,다사384225,
2020,다사384225,
2019,다사384225,
2018,다사384225,
2022,다사384225,
2021,다사443263,
2020,다사443263,
2019,다사443263,
2018,다사443263,
2022,다사443263,
2021,다사365241,
2020,다사365241,
2019,다사365241,
2018,다사365241,
2022,다사365241,
2021,다사365224,
2020,다사365224,
2019,다사365224,
2018,다사365224,
2022,다사365224,
2021,다사429261,
2020,다사429261,
2019,다사429261,
2018,다사429261,
2022,다사429261,
2021,다사342248,
2020,다사342248,
2019,다사342248,
2018,다사342248,
2022,다사342248,
2021,다사435256,
2020,다사435256,
2019,다사435256,
2018,다사435256,
2022,다사435256,
2021,다사413197,
2020,다사413197,
2019,다사413197,
2018,다사413197,
2022,다사413197,
2021,다사440233,
2020,다사440233,
2019,다사440233,
2018,다사440233,
2022,다사440233,
2021,다사444216,
2020,다사444216,
2019,다사444216,
2018,다사444216,
2022,다사444216,
2021,다사348262,
2020,다사348262,
2019,다사348262,
2018,다사348262,
2022,다사348262,
2021,다사445230,
2020,다사445230,
2019,다사445230,
2018,다사445230,
2022,다사445230,
2021,다사335234,
2020,다사335234,
2019,다사335234,
2018,다사335234,
2022,다사335234,
2021,다사427230,
2020,다사427230,
2019,다사427230,
2018,다사427230,
2022,다사427230,
2021,다사411202,
2020,다사411202,
2019,다사411202,
2018,다사411202,
2022,다사411202,
2021,다사343265,
2020,다사343265,
2019,다사343265,
2018,다사343265,
2022,다사343265,
2021,다사357232,
2020,다사357232,
2019,다사357232,
2018,다사357232,
2022,다사357232,
2021,다사359229,
2020,다사359229,
2019,다사359229,
2018,다사359229,
2022,다사359229,
2021,다사417270,
2020,다사417270,
2019,다사417270,
2018,다사417270,
2022,다사417270,
2021,다사426224,
2020,다사426224,
2019,다사426224,
2018,다사426224,
2022,다사426224,
2021,다사450261,
2020,다사450261,
2019,다사450261,
2018,다사450261,
2022,다사450261,
2021,다사466213,
2020,다사466213,
2019,다사466213,
2018,다사466213,
2022,다사466213,
2021,다사339239,
2020,다사339239,
2019,다사339239,
2018,다사339239,
2022,다사339239,
2021,다사394288,
2020,다사394288,
2019,다사394288,
2018,다사394288,
2022,다사394288,
2021,다사452271,
2020,다사452271,
2019,다사452271,
2018,다사452271,
2022,다사452271,
2021,다사460309,
2020,다사460309,
2019,다사460309,
2018,다사460309,
2022,다사460309,
2021,다사430283,
2020,다사430283,
2019,다사430283,
2018,다사430283,
2022,다사430283,
2021,다사398247,
2020,다사398247,
2019,다사398247,
2018,다사398247,
2022,다사398247,
2021,다사375281,
2020,다사375281,
2019,다사375281,
2018,다사375281,
2022,다사375281,
2021,다사393253,
2020,다사393253,
2019,다사393253,
2018,다사393253,
2022,다사393253,
2021,다사444204,
2020,다사444204,
2019,다사444204,
2018,다사444204,
2022,다사444204,
2021,다사335241,
2020,다사335241,
2019,다사335241,
2018,다사335241,
2022,다사335241,
2021,다사444258,
2020,다사444258,
2019,다사444258,
2018,다사444258,
2022,다사444258,
2021,다사356269,
2020,다사356269,
2019,다사356269,
2018,다사356269,
2022,다사356269,
2021,다사357260,
2020,다사357260,
2019,다사357260,
2018,다사357260,
2022,다사357260,
2021,다사454301,
2020,다사454301,
2019,다사454301,
2018,다사454301,
2022,다사454301,
2021,다사432198,
2020,다사432198,
2019,다사432198,
2018,다사432198,
2022,다사432198,
2021,다사447247,
2020,다사447247,
2019,다사447247,
2018,다사447247,
2022,다사447247,
2021,다사439231,
2020,다사439231,
2019,다사439231,
2018,다사439231,
2022,다사439231,
2021,다사440278,
2020,다사440278,
2019,다사440278,
2018,다사440278,
2022,다사440278,
2021,다사402218,
2020,다사402218,
2019,다사402218,
2018,다사402218,
2022,다사402218,
2021,다사438247,
2020,다사438247,
2019,다사438247,
2018,다사438247,
2022,다사438247,
2021,다사371252,
2020,다사371252,
2019,다사371252,
2018,다사371252,
2022,다사371252,
2021,다사354261,
2020,다사354261,
2019,다사354261,
2018,다사354261,
2022,다사354261,
2021,다사414295,
2020,다사414295,
2019,다사414295,
2018,다사414295,
2022,다사414295,
2021,다사342256,
2020,다사342256,
2019,다사342256,
2018,다사342256,
2022,다사342256,
2021,다사399217,
2020,다사399217,
2019,다사399217,
2018,다사399217,
2022,다사399217,
2021,다사492220,
2020,다사492220,
2019,다사492220,
2018,다사492220,
2022,다사492220,
2021,다사432226,
2020,다사432226,
2019,다사432226,
2018,다사432226,
2022,다사432226,
2021,다사379248,
2020,다사379248,
2019,다사379248,
2018,다사379248,
2022,다사379248,
2021,다사408269,
2020,다사408269,
2019,다사408269,
2018,다사408269,
2022,다사408269,
2021,다사371230,
2020,다사371230,
2019,다사371230,
2018,다사371230,
2022,다사371230,
2021,다사406276,
2020,다사406276,
2019,다사406276,
2018,다사406276,
2022,다사406276,
2021,다사466239,
2020,다사466239,
2019,다사466239,
2018,다사466239,
2022,다사466239,
2021,다사436276,
2020,다사436276,
2019,다사436276,
2018,다사436276,
2022,다사436276,
2021,다사414293,
2020,다사414293,
2019,다사414293,
2018,다사414293,
2022,다사414293,
2021,다사492214,
2020,다사492214,
2019,다사492214,
2018,다사492214,
2022,다사492214,
2021,다사410228,
2020,다사410228,
2019,다사410228,
2018,다사410228,
2022,다사410228,
2021,다사438235,
2020,다사438235,
2019,다사438235,
2018,다사438235,
2022,다사438235,
2021,다사478235,
2020,다사478235,
2019,다사478235,
2018,다사478235,
2022,다사478235,
2021,다사385225,
2020,다사385225,
2019,다사385225,
2018,다사385225,
2022,다사385225,
2021,다사345235,0.0
2020,다사345235,0.0
2019,다사345235,0.0
2018,다사345235,0.0
2022,다사345235,
2021,다사439245,
2020,다사439245,
2019,다사439245,
2018,다사439245,
2022,다사439245,
2021,다사453265,
2020,다사453265,
2019,다사453265,
2018,다사453265,
2022,다사453265,
2021,다사366233,
2020,다사366233,
2019,다사366233,
2018,다사366233,
2022,다사366233,
2021,다사399296,
2020,다사399296,
2019,다사399296,
2018,다사399296,
2022,다사399296,
2021,다사419279,
2020,다사419279,
2019,다사419279,
2018,다사419279,
2022,다사419279,
2021,다사409260,
2020,다사409260,
2019,다사409260,
2018,다사409260,
2022,다사409260,
2021,다사403231,
2020,다사403231,
2019,다사403231,
2018,다사403231,
2022,다사403231,
2021,다사406253,
2020,다사406253,
2019,다사406253,
2018,다사406253,
2022,다사406253,
2021,다사370223,
2020,다사370223,
2019,다사370223,
2018,다사370223,
2022,다사370223,
2021,다사393246,
2020,다사393246,
2019,다사393246,
2018,다사393246,
2022,다사393246,
2021,다사449246,
2020,다사449246,
2019,다사449246,
2018,다사449246,
2022,다사449246,
2021,다사323256,
2020,다사323256,
2019,다사323256,
2018,다사323256,
2022,다사323256,
2021,다사471216,
2020,다사471216,
2019,다사471216,
2018,다사471216,
2022,다사471216,
2021,다사372232,
2020,다사372232,
2019,다사372232,
2018,다사372232,
2022,다사372232,
2021,다사441258,
2020,다사441258,
2019,다사441258,
2018,다사441258,
2022,다사441258,
2021,다사413218,
2020,다사413218,
2019,다사413218,
2018,다사413218,
2022,다사413218,
2021,다사402295,
2020,다사402295,
2019,다사402295,
2018,다사402295,
2022,다사402295,
2021,다사344246,
2020,다사344246,
2019,다사344246,
2018,다사344246,
2022,다사344246,
2021,다사379237,
2020,다사379237,
2019,다사379237,
2018,다사379237,
2022,다사379237,
2021,다사422200,0.0
2020,다사422200,0.0
2019,다사422200,0.0
2018,다사422200,0.0
2022,다사422200,
2021,다사385266,
2020,다사385266,
2019,다사385266,
2018,다사385266,
2022,다사385266,
2021,다사463225,
2020,다사463225,
2019,다사463225,
2018,다사463225,
2022,다사463225,
2021,다사350229,
2020,다사350229,
2019,다사350229,
2018,다사350229,
2022,다사350229,
2021,다사455295,
2020,다사455295,
2019,다사455295,
2018,다사455295,
2022,다사455295,
2021,다사455208,
2020,다사455208,
2019,다사455208,0.0
2018,다사455208,0.0
2022,다사455208,
2021,다사405285,
2020,다사405285,
2019,다사405285,
2018,다사405285,
2022,다사405285,
2021,다사430244,
2020,다사430244,
2019,다사430244,
2018,다사430244,
2022,다사430244,
2021,다사403248,
2020,다사403248,
2019,다사403248,
2018,다사403248,
2022,다사403248,
2021,다사426248,
2020,다사426248,
2019,다사426248,
2018,다사426248,
2022,다사426248,
2021,다사421275,
2020,다사421275,
2019,다사421275,
2018,다사421275,
2022,다사421275,
2021,다사381286,
2020,다사381286,
2019,다사381286,
2018,다사381286,
2022,다사381286,
2021,다사346239,
2020,다사346239,
2019,다사346239,
2018,다사346239,
2022,다사346239,
2021,다사376272,
2020,다사376272,
2019,다사376272,
2018,다사376272,
2022,다사376272,
2021,다사323228,
2020,다사323228,
2019,다사323228,
2018,다사323228,
2022,다사323228,
2021,다사452210,
2020,다사452210,
2019,다사452210,
2018,다사452210,
2022,다사452210,
2021,다사408271,
2020,다사408271,
2019,다사408271,
2018,다사408271,
2022,다사408271,
2021,다사364236,
2020,다사364236,
2019,다사364236,
2018,다사364236,
2022,다사364236,
2021,다사460308,
2020,다사460308,
2019,다사460308,
2018,다사460308,
2022,다사460308,
2021,다사492210,
2020,다사492210,
2019,다사492210,
2018,다사492210,
2022,다사492210,
2021,다사350248,
2020,다사350248,
2019,다사350248,
2018,다사350248,
2022,다사350248,
2021,다사405277,
2020,다사405277,
2019,다사405277,
2018,다사405277,
2022,다사405277,
2021,다사357270,
2020,다사357270,
2019,다사357270,
2018,다사357270,
2022,다사357270,
2021,다사366225,
2020,다사366225,
2019,다사366225,
2018,다사366225,
2022,다사366225,
2021,다사399243,
2020,다사399243,
2019,다사399243,
2018,다사399243,
2022,다사399243,
2021,다사378262,
2020,다사378262,
2019,다사378262,
2018,다사378262,
2022,다사378262,
2021,다사428287,
2020,다사428287,
2019,다사428287,
2018,다사428287,
2022,다사428287,
2021,다사374240,
2020,다사374240,
2019,다사374240,
2018,다사374240,
2022,다사374240,
2021,다사438234,
2020,다사438234,8.0
2019,다사438234,14.0
2018,다사438234,22.0
2022,다사438234,
2021,다사363223,
2020,다사363223,
2019,다사363223,
2018,다사363223,
2022,다사363223,
2021,다사408204,
2020,다사408204,
2019,다사408204,
2018,다사408204,
2022,다사408204,
2021,다사395285,
2020,다사395285,
2019,다사395285,
2018,다사395285,
2022,다사395285,
2021,다사461286,
2020,다사461286,
2019,다사461286,
2018,다사461286,
2022,다사461286,
2021,다사373224,
2020,다사373224,
2019,다사373224,
2018,다사373224,
2022,다사373224,
2021,다사384254,
2020,다사384254,0.0
2019,다사384254,0.0
2018,다사384254,0.0
2022,다사384254,
2021,다사415277,
2020,다사415277,
2019,다사415277,
2018,다사415277,
2022,다사415277,
2021,다사405284,
2020,다사405284,
2019,다사405284,
2018,다사405284,
2022,다사405284,
2021,다사358253,0.0
2020,다사358253,6.0
2019,다사358253,11.0
2018,다사358253,11.0
2022,다사358253,
2021,다사416269,
2020,다사416269,
2019,다사416269,
2018,다사416269,
2022,다사416269,
2021,다사418220,
2020,다사418220,
2019,다사418220,
2018,다사418220,
2022,다사418220,
2021,다사450276,
2020,다사450276,
2019,다사450276,
2018,다사450276,
2022,다사450276,
2021,다사465219,
2020,다사465219,
2019,다사465219,
2018,다사465219,
2022,다사465219,
2021,다사460239,
2020,다사460239,
2019,다사460239,
2018,다사460239,
2022,다사460239,
2021,다사427240,
2020,다사427240,
2019,다사427240,
2018,다사427240,
2022,다사427240,
2021,다사413234,
2020,다사413234,
2019,다사413234,
2018,다사413234,
2022,다사413234,
2021,다사412287,
2020,다사412287,
2019,다사412287,
2018,다사412287,
2022,다사412287,
2021,다사455242,
2020,다사455242,
2019,다사455242,
2018,다사455242,
2022,다사455242,
2021,다사448261,
2020,다사448261,
2019,다사448261,
2018,다사448261,
2022,다사448261,
2021,다사416252,
2020,다사416252,
2019,다사416252,
2018,다사416252,
2022,다사416252,
2021,다사377255,
2020,다사377255,
2019,다사377255,0.0
2018,다사377255,170.0
2022,다사377255,
2021,다사405242,
2020,다사405242,
2019,다사405242,
2018,다사405242,
2022,다사405242,
2021,다사449263,
2020,다사449263,
2019,다사449263,
2018,다사449263,
2022,다사449263,
2021,다사386235,
2020,다사386235,
2019,다사386235,
2018,다사386235,
2022,다사386235,
2021,다사492206,
2020,다사492206,
2019,다사492206,
2018,다사492206,
2022,다사492206,
2021,다사415275,
2020,다사415275,
2019,다사415275,
2018,다사415275,
2022,다사415275,
2021,다사453280,
2020,다사453280,
2019,다사453280,
2018,다사453280,
2022,다사453280,
2021,다사355265,
2020,다사355265,
2019,다사355265,
2018,다사355265,
2022,다사355265,
2021,다사440256,
2020,다사440256,
2019,다사440256,
2018,다사440256,
2022,다사440256,
2021,다사462228,
2020,다사462228,
2019,다사462228,
2018,다사462228,
2022,다사462228,
2021,다사321240,
2020,다사321240,
2019,다사321240,
2018,다사321240,
2022,다사321240,
2021,다사420214,
2020,다사420214,
2019,다사420214,
2018,다사420214,
2022,다사420214,
2021,다사379251,
2020,다사379251,
2019,다사379251,
2018,다사379251,
2022,다사379251,
2021,다사432195,
2020,다사432195,
2019,다사432195,
2018,다사432195,
2022,다사432195,
2021,다사384234,
2020,다사384234,
2019,다사384234,
2018,다사384234,
2022,다사384234,
2021,다사361256,
2020,다사361256,
2019,다사361256,
2018,다사361256,
2022,다사361256,
2021,다사350220,
2020,다사350220,
2019,다사350220,
2018,다사350220,
2022,다사350220,
2021,다사490225,
2020,다사490225,
2019,다사490225,
2018,다사490225,
2022,다사490225,
2021,다사410291,
2020,다사410291,
2019,다사410291,
2018,다사410291,
2022,다사410291,
2021,다사410210,
2020,다사410210,
2019,다사410210,
2018,다사410210,
2022,다사410210,
2021,다사427200,
2020,다사427200,
2019,다사427200,
2018,다사427200,
2022,다사427200,
2021,다사360252,
2020,다사360252,
2019,다사360252,
2018,다사360252,
2022,다사360252,
2021,다사411215,
2020,다사411215,
2019,다사411215,
2018,다사411215,
2022,다사411215,
2021,다사485215,
2020,다사485215,
2019,다사485215,
2018,다사485215,
2022,다사485215,
2021,다사489215,
2020,다사489215,
2019,다사489215,
2018,다사489215,
2022,다사489215,
2021,다사466237,
2020,다사466237,
2019,다사466237,
2018,다사466237,
2022,다사466237,
2021,다사493206,
2020,다사493206,
2019,다사493206,
2018,다사493206,
2022,다사493206,
2021,다사362222,
2020,다사362222,
2019,다사362222,
2018,다사362222,
2022,다사362222,
2021,다사391278,
2020,다사391278,
2019,다사391278,
2018,다사391278,
2022,다사391278,
2021,다사373241,
2020,다사373241,
2019,다사373241,
2018,다사373241,
2022,다사373241,
2021,다사456236,
2020,다사456236,
2019,다사456236,
2018,다사456236,
2022,다사456236,
